"Airline","Month","Departure_Hour","Total_Flights","Average_Departure_Delay","Average_Arrival_Delay","Total_Departure_Delay_Time","Total_Arrival_Delay_Time"
Allegiant Air,6,17,351,28.15,30.89,11098.0,12613.0
Allegiant Air,6,18,347,29.14,29.26,11273.0,11794.0
Allegiant Air,6,19,220,28.32,27.03,7063.0,7142.0
Allegiant Air,6,20,232,29.69,27.13,7847.0,7738.0
Allegiant Air,6,21,237,36.92,36.03,9747.0,10027.0
Allegiant Air,6,22,128,38.34,34.45,5390.0,5173.0
Allegiant Air,6,23,30,19.73,15.00,660.0,686.0
Allegiant Air,7,5,1,-4.00,-16.00,0.0,0.0
Allegiant Air,7,6,545,5.59,3.96,5621.0,6059.0
Allegiant Air,7,7,334,1.78,0.47,2440.0,2962.0
Allegiant Air,7,8,407,7.29,6.52,5562.0,6051.0
Allegiant Air,7,9,418,16.04,16.72,9189.0,9959.0
Allegiant Air,7,10,320,12.06,12.41,5457.0,6206.0
Allegiant Air,7,11,330,6.82,6.95,4062.0,4611.0
Allegiant Air,7,12,450,12.35,14.18,7502.0,8855.0
Allegiant Air,7,13,385,13.80,15.49,6896.0,8193.0
Allegiant Air,7,14,466,18.47,21.15,10670.0,12527.0
Allegiant Air,7,15,417,27.07,30.12,12783.0,14357.0
Allegiant Air,7,16,370,29.90,34.46,12296.0,14185.0
Allegiant Air,7,17,362,34.57,36.75,13718.0,14681.0
Allegiant Air,7,18,356,37.86,39.54,14513.0,15353.0
Allegiant Air,7,19,256,32.78,32.80,9317.0,9631.0
Allegiant Air,7,20,244,44.57,42.90,11696.0,11770.0
Allegiant Air,7,21,293,39.66,37.76,12818.0,12963.0
Allegiant Air,7,22,113,50.15,49.93,6136.0,6261.0
Allegiant Air,7,23,30,50.57,38.57,1714.0,1587.0
Allegiant Air,8,6,295,0.61,-1.79,1783.0,2036.0
Allegiant Air,8,7,283,2.94,1.47,2570.0,2754.0
Allegiant Air,8,8,301,1.56,0.47,2465.0,2720.0
Allegiant Air,8,9,280,0.96,0.69,2175.0,2688.0
Allegiant Air,8,10,266,6.43,6.45,3319.0,3704.0
Allegiant Air,8,11,292,4.62,4.90,3037.0,3669.0
Allegiant Air,8,12,323,9.49,8.46,4563.0,4970.0
Allegiant Air,8,13,305,10.12,9.97,4625.0,5156.0
Allegiant Air,8,14,298,14.33,17.60,5795.0,7118.0
Allegiant Air,8,15,317,10.34,12.39,4740.0,5691.0
Allegiant Air,8,16,279,24.70,26.33,7989.0,8797.0
Allegiant Air,8,17,247,25.47,27.11,7137.0,7868.0
Allegiant Air,8,18,273,25.66,25.35,8191.0,8631.0
Allegiant Air,8,19,174,23.62,21.99,4842.0,4855.0
Allegiant Air,8,20,172,50.61,48.70,9487.0,9452.0
Allegiant Air,8,21,181,28.36,26.37,6216.0,6315.0
Allegiant Air,8,22,84,55.30,53.67,5087.0,5193.0
Allegiant Air,8,23,14,16.64,3.07,291.0,288.0
Allegiant Air,9,6,118,5.25,2.67,1241.0,1399.0
Allegiant Air,9,7,205,-2.09,-3.90,689.0,956.0
Allegiant Air,9,8,148,5.46,3.69,1818.0,1905.0
Allegiant Air,9,9,154,1.18,-1.53,1151.0,1229.0
Allegiant Air,9,10,167,5.43,4.05,1991.0,2168.0
Allegiant Air,9,11,177,5.54,4.00,2073.0,2272.0
Allegiant Air,9,12,144,2.89,0.71,1120.0,1307.0
Allegiant Air,9,13,202,8.87,7.30,2707.0,2851.0
Allegiant Air,9,14,181,12.31,11.94,3056.0,3256.0
Allegiant Air,9,15,191,5.05,4.50,1977.0,2285.0
Allegiant Air,9,16,179,16.14,15.66,3604.0,3851.0
Allegiant Air,9,17,125,13.85,13.40,2374.0,2548.0
Allegiant Air,9,18,129,11.98,10.02,2172.0,2127.0
Allegiant Air,9,19,101,21.13,19.26,2659.0,2778.0
Allegiant Air,9,20,93,19.12,15.04,2338.0,2310.0
Allegiant Air,9,21,94,13.49,9.93,1714.0,1608.0
Allegiant Air,9,22,51,9.76,7.78,781.0,773.0
Allegiant Air,9,23,8,51.38,38.50,448.0,414.0
Allegiant Air,10,6,251,-0.92,-3.01,1123.0,1623.0
Allegiant Air,10,7,228,6.84,4.41,2751.0,2921.0
Allegiant Air,10,8,200,8.96,7.40,2958.0,3176.0
Allegiant Air,10,9,232,6.48,5.41,2872.0,3100.0
Allegiant Air,10,10,199,16.36,16.14,4168.0,4501.0
Allegiant Air,10,11,220,4.35,3.00,2098.0,2219.0
Allegiant Air,10,12,232,8.69,7.41,3030.0,3183.0
Allegiant Air,10,13,235,12.10,11.73,3754.0,4155.0
Allegiant Air,10,14,251,19.47,18.34,5959.0,6316.0
Allegiant Air,10,15,264,16.85,15.20,5452.0,5519.0
Allegiant Air,10,16,198,18.60,18.20,4384.0,4613.0
Allegiant Air,10,17,198,18.85,17.48,4419.0,4648.0
Allegiant Air,10,18,198,16.03,14.29,3957.0,3902.0
Allegiant Air,10,19,111,14.73,11.43,2203.0,2115.0
Allegiant Air,10,20,156,20.85,16.94,3936.0,3740.0
Allegiant Air,10,21,137,18.89,14.64,3185.0,3028.0
Allegiant Air,10,22,47,27.34,24.77,1494.0,1478.0
Allegiant Air,10,23,7,10.57,2.29,112.0,101.0
Allegiant Air,11,5,2,1.50,19.50,4.0,39.0
Allegiant Air,11,6,236,2.43,0.78,1689.0,2043.0
Allegiant Air,11,7,254,2.74,0.91,2179.0,2600.0
Allegiant Air,11,8,203,0.58,0.57,1397.0,1860.0
Allegiant Air,11,9,212,7.91,6.83,2871.0,3225.0
Allegiant Air,11,10,211,8.43,6.91,2906.0,3084.0
Allegiant Air,11,11,219,8.48,7.63,2982.0,3180.0
Allegiant Air,11,12,227,8.08,7.43,2800.0,3125.0
Allegiant Air,11,13,228,17.45,15.51,4901.0,5001.0
Allegiant Air,11,14,219,9.95,9.87,3093.0,3451.0
Allegiant Air,11,15,246,8.04,7.30,3091.0,3385.0
Allegiant Air,11,16,213,20.25,19.92,5301.0,5518.0
Allegiant Air,11,17,194,13.70,13.35,3524.0,3813.0
Allegiant Air,11,18,210,21.19,18.64,5362.0,5375.0
Allegiant Air,11,19,133,15.99,13.32,2574.0,2548.0
Allegiant Air,11,20,138,12.16,11.30,2363.0,2584.0
Allegiant Air,11,21,124,29.44,27.19,4242.0,4268.0
Allegiant Air,11,22,32,15.63,11.38,636.0,607.0
Allegiant Air,11,23,9,37.56,20.11,348.0,274.0
Allegiant Air,12,0,1,1082.00,1074.00,1082.0,1074.0
Allegiant Air,12,6,261,1.08,0.08,1777.0,2233.0
Allegiant Air,12,7,300,-0.18,-0.51,1744.0,2565.0
Allegiant Air,12,8,210,17.52,18.03,4831.0,5306.0
Allegiant Air,12,9,247,15.21,15.84,5120.0,5594.0
Allegiant Air,12,10,242,7.36,8.14,2971.0,3546.0
Allegiant Air,12,11,221,12.42,13.64,3707.0,4422.0
Allegiant Air,12,12,222,9.54,9.91,3089.0,3638.0
Allegiant Air,12,13,218,14.52,14.66,3969.0,4354.0
Allegiant Air,12,14,268,15.64,15.34,5262.0,5760.0
Allegiant Air,12,15,303,19.21,19.83,6860.0,7627.0
Allegiant Air,12,16,196,19.67,19.03,4637.0,4885.0
Allegiant Air,12,17,254,27.48,27.49,8005.0,8599.0
Allegiant Air,12,18,207,21.96,22.07,5352.0,5796.0
Allegiant Air,12,19,159,27.82,25.01,4985.0,4983.0
Allegiant Air,12,20,153,19.93,16.55,3728.0,3599.0
Allegiant Air,12,21,143,31.29,31.08,4915.0,5172.0
Allegiant Air,12,22,31,39.61,42.55,1359.0,1493.0
Allegiant Air,12,23,5,15.00,-7.40,95.0,71.0
American Airlines Inc.,1,0,134,4.89,-5.29,1130.0,1142.0
American Airlines Inc.,1,1,69,3.70,-5.30,547.0,522.0
American Airlines Inc.,1,2,9,10.11,-0.44,144.0,116.0
American Airlines Inc.,1,5,874,2.16,-4.90,6202.0,7600.0
American Airlines Inc.,1,6,2477,3.23,-2.50,19951.0,24142.0
American Airlines Inc.,1,7,2373,5.32,-0.60,23384.0,26359.0
American Airlines Inc.,1,8,2352,5.62,0.37,23154.0,27194.0
American Airlines Inc.,1,9,2005,4.90,-1.51,17602.0,18864.0
American Airlines Inc.,1,10,2230,9.60,2.19,29310.0,29296.0
American Airlines Inc.,1,11,1920,10.20,3.70,26001.0,26139.0
American Airlines Inc.,1,12,2054,9.37,3.03,26617.0,26456.0
American Airlines Inc.,1,13,2051,11.44,4.05,30251.0,29438.0
American Airlines Inc.,1,14,2079,10.42,4.10,28456.0,28032.0
American Airlines Inc.,1,15,1752,9.14,2.66,21882.0,21812.0
American Airlines Inc.,1,16,1926,10.89,4.44,27758.0,27380.0
American Airlines Inc.,1,17,1762,9.80,3.29,23422.0,22969.0
American Airlines Inc.,1,18,2138,11.93,6.65,32446.0,33342.0
American Airlines Inc.,1,19,1490,11.14,5.48,21760.0,22273.0
American Airlines Inc.,1,20,1763,9.27,1.82,21774.0,20976.0
American Airlines Inc.,1,21,898,8.93,2.79,10853.0,10470.0
American Airlines Inc.,1,22,870,10.38,4.55,11887.0,12140.0
American Airlines Inc.,1,23,273,13.16,5.56,4811.0,4791.0
American Airlines Inc.,2,0,114,19.38,5.98,2527.0,2377.0
American Airlines Inc.,2,1,64,-1.48,-9.83,160.0,187.0
American Airlines Inc.,2,2,3,-7.67,-18.00,0.0,4.0
American Airlines Inc.,2,5,823,8.18,3.94,10439.0,12572.0
American Airlines Inc.,2,6,2222,3.18,-1.21,16826.0,21813.0
American Airlines Inc.,2,7,2205,5.45,1.92,20937.0,26138.0
American Airlines Inc.,2,8,2164,6.31,1.79,21943.0,26616.0
American Airlines Inc.,2,9,1899,7.35,1.67,20482.0,22854.0
American Airlines Inc.,2,10,1935,10.85,4.55,27107.0,27235.0
American Airlines Inc.,2,11,1818,13.50,7.87,30108.0,30696.0
American Airlines Inc.,2,12,1877,11.41,6.26,27063.0,27995.0
American Airlines Inc.,2,13,1857,13.19,7.82,30052.0,30622.0
American Airlines Inc.,2,14,1913,12.94,7.50,30255.0,30271.0
American Airlines Inc.,2,15,1573,14.37,9.77,27005.0,27896.0
American Airlines Inc.,2,16,1872,13.02,8.20,29792.0,30758.0
American Airlines Inc.,2,17,1575,16.00,9.86,29970.0,29685.0
American Airlines Inc.,2,18,1942,12.41,7.75,29644.0,30044.0
American Airlines Inc.,2,19,1424,18.76,12.89,30716.0,30183.0
American Airlines Inc.,2,20,1624,11.22,4.49,22824.0,21524.0
American Airlines Inc.,2,21,854,13.70,8.36,14156.0,14072.0
American Airlines Inc.,2,22,868,9.01,3.09,10297.0,10059.0
American Airlines Inc.,2,23,289,8.71,0.03,3603.0,3552.0
American Airlines Inc.,3,0,114,2.77,-8.93,763.0,699.0
American Airlines Inc.,3,1,51,4.67,-7.14,447.0,381.0
American Airlines Inc.,3,2,6,1.33,-11.17,37.0,33.0
American Airlines Inc.,3,5,983,5.62,0.28,9863.0,11188.0
American Airlines Inc.,3,6,2384,4.43,-1.54,21498.0,24685.0
American Airlines Inc.,3,7,2522,5.45,0.77,24653.0,27962.0
American Airlines Inc.,3,8,2481,6.02,0.95,24912.0,27820.0
American Airlines Inc.,3,9,1955,6.90,0.63,20521.0,21378.0
American Airlines Inc.,3,10,2201,7.18,1.02,22975.0,23353.0
American Airlines Inc.,3,11,1894,10.08,4.07,25553.0,25922.0
American Airlines Inc.,3,12,2113,10.17,4.18,28281.0,28190.0
American Airlines Inc.,3,13,2067,11.80,5.69,30954.0,31002.0
American Airlines Inc.,3,14,1951,12.59,6.40,30580.0,29881.0
American Airlines Inc.,3,15,1887,14.36,8.28,32929.0,32569.0
American Airlines Inc.,3,16,1992,12.70,7.55,31263.0,31439.0
American Airlines Inc.,3,17,1854,13.18,8.10,30417.0,32019.0
American Airlines Inc.,3,18,2338,13.40,8.36,38170.0,38790.0
American Airlines Inc.,3,19,1611,13.92,8.48,27310.0,26688.0
American Airlines Inc.,3,20,1882,12.43,6.76,29193.0,28797.0
American Airlines Inc.,3,21,854,14.81,9.56,15025.0,15047.0
American Airlines Inc.,3,22,1072,12.19,5.09,16760.0,16274.0
American Airlines Inc.,3,23,297,8.47,-2.28,3561.0,3177.0
American Airlines Inc.,4,0,68,0.74,-9.35,318.0,331.0
American Airlines Inc.,4,1,33,27.06,15.52,988.0,934.0
American Airlines Inc.,4,2,1,-10.00,-13.00,0.0,0.0
American Airlines Inc.,4,5,786,1.68,-5.65,4904.0,5245.0
American Airlines Inc.,4,6,2125,2.76,-4.62,15187.0,16498.0
American Airlines Inc.,4,7,2160,4.70,-0.80,19683.0,22026.0
American Airlines Inc.,4,8,2220,6.56,0.51,22911.0,25238.0
American Airlines Inc.,4,9,1778,7.78,1.92,20292.0,22153.0
American Airlines Inc.,4,10,1878,10.31,4.23,25428.0,26953.0
American Airlines Inc.,4,11,1698,9.57,3.73,21926.0,23546.0
American Airlines Inc.,4,12,1894,11.89,6.90,28409.0,30402.0
American Airlines Inc.,4,13,1940,12.47,6.19,30105.0,30921.0
American Airlines Inc.,4,14,1688,15.37,9.26,30806.0,30713.0
American Airlines Inc.,4,15,1568,12.09,7.34,23777.0,25321.0
American Airlines Inc.,4,16,1655,16.37,11.76,31844.0,32992.0
American Airlines Inc.,4,17,1722,16.47,10.35,33662.0,33479.0
American Airlines Inc.,4,18,1962,17.05,11.10,39151.0,38919.0
American Airlines Inc.,4,19,1284,21.35,15.79,31197.0,30478.0
American Airlines Inc.,4,20,1643,13.94,7.92,28041.0,27332.0
American Airlines Inc.,4,21,756,16.16,10.00,14506.0,14289.0
American Airlines Inc.,4,22,838,12.70,5.32,13325.0,12475.0
American Airlines Inc.,4,23,229,9.65,-1.25,2982.0,2753.0
American Airlines Inc.,5,0,88,8.48,-2.86,1065.0,948.0
American Airlines Inc.,5,1,42,5.93,1.26,344.0,382.0
American Airlines Inc.,5,5,799,4.72,-2.85,6941.0,7096.0
American Airlines Inc.,5,6,2275,6.64,-0.01,24378.0,25571.0
American Airlines Inc.,5,7,2217,7.10,0.72,24330.0,25233.0
American Airlines Inc.,5,8,2449,5.76,-0.72,22811.0,24203.0
American Airlines Inc.,5,9,1937,9.18,2.38,24333.0,25249.0
American Airlines Inc.,5,10,2068,10.56,3.47,28045.0,27697.0
American Airlines Inc.,5,11,1695,9.90,3.39,21709.0,21809.0
American Airlines Inc.,5,12,1973,13.84,8.32,32957.0,33561.0
American Airlines Inc.,5,13,2088,14.86,8.80,36503.0,37342.0
American Airlines Inc.,5,14,1827,16.42,11.63,34705.0,36068.0
American Airlines Inc.,5,15,1780,14.25,8.67,30035.0,31376.0
American Airlines Inc.,5,16,1865,18.46,13.72,39167.0,40573.0
American Airlines Inc.,5,17,1723,18.74,12.52,36412.0,36071.0
American Airlines Inc.,5,18,1938,19.87,13.63,42928.0,42050.0
American Airlines Inc.,5,19,1422,22.41,16.41,35511.0,34363.0
American Airlines Inc.,5,20,1553,17.34,11.58,30934.0,29762.0
American Airlines Inc.,5,21,752,20.34,12.91,16985.0,15787.0
American Airlines Inc.,5,22,881,15.76,9.55,16197.0,15404.0
American Airlines Inc.,5,23,269,8.57,-2.36,3142.0,2651.0
American Airlines Inc.,6,0,126,23.42,12.21,3145.0,2582.0
American Airlines Inc.,6,1,39,23.41,14.13,1011.0,955.0
American Airlines Inc.,6,5,861,10.77,4.83,12194.0,12492.0
American Airlines Inc.,6,6,2179,9.70,4.16,28839.0,30638.0
American Airlines Inc.,6,7,2385,8.84,3.55,28966.0,30296.0
American Airlines Inc.,6,8,2482,10.69,4.52,34445.0,35024.0
American Airlines Inc.,6,9,1919,9.86,4.10,24442.0,24728.0
American Airlines Inc.,6,10,2049,12.37,6.28,30812.0,30550.0
American Airlines Inc.,6,11,1804,14.63,8.66,30796.0,30273.0
American Airlines Inc.,6,12,1849,19.05,14.69,39386.0,40066.0
American Airlines Inc.,6,13,2075,19.14,15.28,44864.0,47765.0
American Airlines Inc.,6,14,1890,23.53,19.99,48445.0,49382.0
American Airlines Inc.,6,15,1733,25.33,22.81,47111.0,50159.0
American Airlines Inc.,6,16,1881,25.95,22.71,52646.0,54805.0
American Airlines Inc.,6,17,1800,28.70,25.27,55168.0,56830.0
American Airlines Inc.,6,18,1886,30.77,27.41,60971.0,62289.0
American Airlines Inc.,6,19,1621,34.71,30.12,59272.0,57894.0
American Airlines Inc.,6,20,1769,31.52,27.27,59031.0,57850.0
American Airlines Inc.,6,21,697,36.74,31.90,26550.0,25716.0
American Airlines Inc.,6,22,1121,32.26,26.41,38110.0,36110.0
American Airlines Inc.,6,23,369,19.46,7.84,8073.0,6861.0
American Airlines Inc.,7,0,85,15.93,6.91,1513.0,1268.0
American Airlines Inc.,7,1,35,19.66,11.43,777.0,691.0
American Airlines Inc.,7,5,915,5.30,-1.87,8268.0,8107.0
American Airlines Inc.,7,6,2355,7.28,0.89,25956.0,26256.0
American Airlines Inc.,7,7,2683,10.42,4.32,37819.0,38880.0
American Airlines Inc.,7,8,2754,8.71,2.38,33730.0,34386.0
American Airlines Inc.,7,9,2059,8.90,1.96,25075.0,24727.0
American Airlines Inc.,7,10,2397,11.76,6.03,35477.0,36131.0
American Airlines Inc.,7,11,2180,12.78,6.34,34019.0,33256.0
American Airlines Inc.,7,12,2028,16.42,11.52,38763.0,38993.0
American Airlines Inc.,7,13,2300,18.86,14.30,49623.0,51128.0
American Airlines Inc.,7,14,2160,20.94,18.08,50521.0,53549.0
American Airlines Inc.,7,15,1855,25.21,22.44,51199.0,54639.0
American Airlines Inc.,7,16,2042,24.64,21.44,54970.0,56832.0
American Airlines Inc.,7,17,1952,34.06,30.01,70346.0,70926.0
American Airlines Inc.,7,18,2191,29.11,24.22,67922.0,67462.0
American Airlines Inc.,7,19,1703,33.50,27.21,60345.0,56828.0
American Airlines Inc.,7,20,1883,30.08,25.12,60115.0,57827.0
American Airlines Inc.,7,21,809,28.39,21.35,24573.0,22427.0
American Airlines Inc.,7,22,1053,39.29,33.06,43272.0,40696.0
American Airlines Inc.,7,23,354,29.15,19.60,11113.0,10382.0
American Airlines Inc.,8,0,109,12.87,0.39,1701.0,1241.0
American Airlines Inc.,8,1,40,19.60,9.55,873.0,745.0
American Airlines Inc.,8,5,938,7.82,0.90,11391.0,11579.0
American Airlines Inc.,8,6,2481,7.29,1.08,28645.0,29702.0
American Airlines Inc.,8,7,2706,8.53,2.15,33982.0,34479.0
American Airlines Inc.,8,8,2765,8.49,1.85,34003.0,34137.0
American Airlines Inc.,8,9,2038,7.07,0.54,21782.0,21359.0
American Airlines Inc.,8,10,2383,9.47,2.57,30335.0,29249.0
American Airlines Inc.,8,11,2262,11.18,4.93,32778.0,32446.0
American Airlines Inc.,8,12,2019,15.20,9.84,36950.0,37205.0
American Airlines Inc.,8,13,2309,14.62,10.10,40785.0,42664.0
American Airlines Inc.,8,14,2149,17.57,13.40,43931.0,46063.0
American Airlines Inc.,8,15,1948,20.17,16.05,44782.0,46419.0
American Airlines Inc.,8,16,2022,19.91,15.74,45955.0,47965.0
American Airlines Inc.,8,17,1966,25.41,21.03,54991.0,55965.0
American Airlines Inc.,8,18,2231,23.77,18.22,58339.0,57177.0
American Airlines Inc.,8,19,1706,27.22,20.56,50772.0,47857.0
American Airlines Inc.,8,20,1860,25.21,19.69,50942.0,49035.0
American Airlines Inc.,8,21,798,24.12,17.59,21019.0,20296.0
American Airlines Inc.,8,22,1140,28.94,21.96,35647.0,33706.0
American Airlines Inc.,8,23,326,12.99,1.40,5291.0,4550.0
American Airlines Inc.,9,0,84,11.69,5.65,1259.0,1281.0
American Airlines Inc.,9,1,32,-3.19,-11.69,24.0,26.0
American Airlines Inc.,9,5,516,-0.45,-7.67,2302.0,2256.0
American Airlines Inc.,9,6,1667,1.50,-4.99,10350.0,11169.0
American Airlines Inc.,9,7,1941,2.82,-3.63,14012.0,14265.0
American Airlines Inc.,9,8,1925,4.95,-0.97,17397.0,18669.0
American Airlines Inc.,9,9,1542,2.98,-4.61,10844.0,10130.0
American Airlines Inc.,9,10,1771,6.42,-0.37,17714.0,17632.0
American Airlines Inc.,9,11,1634,4.46,-2.94,13354.0,13073.0
American Airlines Inc.,9,12,1666,5.99,-0.23,15612.0,15585.0
American Airlines Inc.,9,13,1657,8.53,3.19,19833.0,20858.0
American Airlines Inc.,9,14,1670,9.64,4.35,21630.0,22283.0
American Airlines Inc.,9,15,1409,9.90,4.21,18652.0,19707.0
American Airlines Inc.,9,16,1547,10.59,4.74,21231.0,20929.0
American Airlines Inc.,9,17,1422,12.60,6.89,22400.0,22933.0
American Airlines Inc.,9,18,1654,12.75,5.93,25954.0,25144.0
American Airlines Inc.,9,19,1159,14.19,6.63,20061.0,18700.0
American Airlines Inc.,9,20,1246,12.08,5.50,18738.0,17384.0
American Airlines Inc.,9,21,538,12.85,4.63,8548.0,7967.0
American Airlines Inc.,9,22,650,8.12,0.18,7416.0,6713.0
American Airlines Inc.,9,23,160,12.31,2.31,2419.0,2320.0
American Airlines Inc.,10,0,79,16.46,5.51,1514.0,1406.0
American Airlines Inc.,10,1,26,31.96,21.58,922.0,888.0
American Airlines Inc.,10,5,580,6.61,0.34,6373.0,6587.0
American Airlines Inc.,10,6,1845,6.98,1.53,20221.0,21684.0
American Airlines Inc.,10,7,1992,3.76,-1.39,15351.0,16703.0
American Airlines Inc.,10,8,1984,8.43,3.27,23871.0,24865.0
American Airlines Inc.,10,9,1664,6.99,0.57,17344.0,17416.0
American Airlines Inc.,10,10,1788,7.38,1.51,18656.0,18559.0
American Airlines Inc.,10,11,1694,8.40,2.07,19559.0,18953.0
American Airlines Inc.,10,12,1679,10.00,3.79,21551.0,20963.0
American Airlines Inc.,10,13,1688,11.43,4.73,24167.0,23565.0
American Airlines Inc.,10,14,1613,12.42,6.58,24150.0,23593.0
American Airlines Inc.,10,15,1487,13.23,7.15,23823.0,23534.0
American Airlines Inc.,10,16,1622,12.82,7.25,25150.0,24940.0
American Airlines Inc.,10,17,1523,13.78,7.46,25442.0,24659.0
American Airlines Inc.,10,18,1609,14.36,8.20,27216.0,26267.0
American Airlines Inc.,10,19,1225,16.00,8.90,22660.0,20728.0
American Airlines Inc.,10,20,1387,13.73,8.30,22785.0,22356.0
American Airlines Inc.,10,21,567,12.99,6.61,8987.0,8397.0
American Airlines Inc.,10,22,670,10.77,3.58,9226.0,8779.0
American Airlines Inc.,10,23,204,1.78,-7.93,1167.0,1045.0
American Airlines Inc.,11,0,111,10.52,0.18,1567.0,1419.0
American Airlines Inc.,11,1,53,0.92,-11.04,247.0,127.0
American Airlines Inc.,11,2,2,-13.50,-26.50,0.0,0.0
American Airlines Inc.,11,5,618,2.81,-5.83,4385.0,4536.0
American Airlines Inc.,11,6,1944,4.85,-1.87,18107.0,20237.0
American Airlines Inc.,11,7,1783,4.95,-1.55,16125.0,17504.0
American Airlines Inc.,11,8,2011,6.99,0.13,21710.0,22488.0
American Airlines Inc.,11,9,1607,6.80,0.40,16801.0,17655.0
American Airlines Inc.,11,10,1814,5.44,-0.86,15800.0,16219.0
American Airlines Inc.,11,11,1578,7.53,-0.11,17001.0,16321.0
American Airlines Inc.,11,12,1710,10.15,3.17,22315.0,20791.0
American Airlines Inc.,11,13,1555,10.10,3.35,20390.0,19600.0
American Airlines Inc.,11,14,1647,9.70,2.97,20893.0,19562.0
American Airlines Inc.,11,15,1332,7.77,0.42,14659.0,13933.0
American Airlines Inc.,11,16,1591,8.79,2.44,18745.0,18363.0
American Airlines Inc.,11,17,1400,8.82,2.08,16619.0,15926.0
American Airlines Inc.,11,18,1554,10.64,4.19,21322.0,20650.0
American Airlines Inc.,11,19,1193,13.40,6.34,19582.0,18431.0
American Airlines Inc.,11,20,1362,12.50,5.35,20765.0,19196.0
American Airlines Inc.,11,21,789,14.20,8.40,13470.0,12868.0
American Airlines Inc.,11,22,726,13.00,4.63,11799.0,11057.0
American Airlines Inc.,11,23,287,4.26,-2.54,2204.0,2358.0
American Airlines Inc.,12,0,89,9.29,1.58,996.0,906.0
American Airlines Inc.,12,1,43,-0.44,-9.88,117.0,77.0
American Airlines Inc.,12,2,5,-2.00,-11.20,3.0,0.0
American Airlines Inc.,12,5,669,3.97,-2.32,5146.0,5972.0
American Airlines Inc.,12,6,1931,8.06,1.77,22939.0,24865.0
American Airlines Inc.,12,7,1867,5.85,0.53,17839.0,20480.0
American Airlines Inc.,12,8,1969,9.71,5.28,25914.0,28919.0
American Airlines Inc.,12,9,1581,7.83,1.69,17586.0,18025.0
American Airlines Inc.,12,10,1745,8.66,2.67,19934.0,20260.0
American Airlines Inc.,12,11,1554,9.33,3.17,18953.0,19394.0
American Airlines Inc.,12,12,1764,10.64,4.71,23438.0,22776.0
American Airlines Inc.,12,13,1516,15.83,9.04,28086.0,27419.0
American Airlines Inc.,12,14,1671,14.59,8.64,28799.0,28404.0
American Airlines Inc.,12,15,1347,12.61,6.24,20939.0,20818.0
American Airlines Inc.,12,16,1572,14.62,8.89,27450.0,27070.0
American Airlines Inc.,12,17,1404,14.24,8.56,23907.0,23525.0
American Airlines Inc.,12,18,1652,16.64,11.02,31907.0,31658.0
American Airlines Inc.,12,19,1258,18.76,12.71,26782.0,25989.0
American Airlines Inc.,12,20,1319,14.36,7.91,22580.0,21674.0
American Airlines Inc.,12,21,722,19.72,13.92,16254.0,15812.0
American Airlines Inc.,12,22,785,17.24,9.05,15662.0,14649.0
American Airlines Inc.,12,23,258,17.00,7.03,5294.0,5164.0
Delta Air Lines Inc.,1,0,64,6.16,-1.41,755.0,731.0
Delta Air Lines Inc.,1,1,20,0.55,-6.50,136.0,92.0
Delta Air Lines Inc.,1,5,738,4.98,-2.05,6322.0,7348.0
Delta Air Lines Inc.,1,6,2577,3.11,-4.26,17677.0,20386.0
Delta Air Lines Inc.,1,7,2598,4.80,-3.43,21072.0,22479.0
Delta Air Lines Inc.,1,8,2633,4.88,-3.61,21182.0,22535.0
Delta Air Lines Inc.,1,9,1898,3.24,-5.04,11838.0,11823.0
Delta Air Lines Inc.,1,10,1809,5.09,-2.40,14686.0,14773.0
Delta Air Lines Inc.,1,11,2490,7.57,-0.45,26406.0,26505.0
Delta Air Lines Inc.,1,12,2278,6.67,-1.07,22245.0,21337.0
Delta Air Lines Inc.,1,13,1943,6.24,-0.91,18281.0,17979.0
Delta Air Lines Inc.,1,14,1816,8.13,0.49,20250.0,20031.0
Delta Air Lines Inc.,1,15,2398,8.27,0.58,26296.0,25938.0
Delta Air Lines Inc.,1,16,1761,10.30,2.70,23051.0,23178.0
Delta Air Lines Inc.,1,17,2309,7.29,-1.08,24062.0,22793.0
Delta Air Lines Inc.,1,18,1957,8.07,0.18,22584.0,22812.0
Delta Air Lines Inc.,1,19,1759,13.01,4.26,28074.0,26607.0
Delta Air Lines Inc.,1,20,1297,11.24,2.81,18056.0,17743.0
Delta Air Lines Inc.,1,21,1026,9.26,1.55,12383.0,11671.0
Delta Air Lines Inc.,1,22,1298,5.80,-0.85,12071.0,11619.0
Delta Air Lines Inc.,1,23,357,3.81,-2.06,2806.0,2659.0
Delta Air Lines Inc.,2,0,67,22.43,8.34,1787.0,1704.0
Delta Air Lines Inc.,2,1,18,43.00,31.11,823.0,739.0
Delta Air Lines Inc.,2,5,673,1.65,-4.99,3602.0,4542.0
Delta Air Lines Inc.,2,6,2361,3.65,-2.68,17128.0,20725.0
Delta Air Lines Inc.,2,7,2390,4.32,-3.19,18111.0,21223.0
Delta Air Lines Inc.,2,8,2448,5.21,-2.33,20123.0,22950.0
Delta Air Lines Inc.,2,9,1583,5.02,-2.56,12523.0,13303.0
Delta Air Lines Inc.,2,10,1712,5.34,-2.28,14369.0,14541.0
Delta Air Lines Inc.,2,11,2311,7.69,-0.50,24462.0,23717.0
Delta Air Lines Inc.,2,12,2153,8.21,0.92,23882.0,23503.0
